order_id,customer_id,order_date,order_amount
2186,246,2025-01-07,107.11
2187,381,2024-07-19,347.21
2188,233,2024-11-28,131.23
2189,470,2024-09-16,148.5
2190,100,2024-07-31,432.09
2191,306,2024-10-08,147.05
2192,88,2024-11-03,312.55
2193,470,2024-05-06,78.17
2194,474,2024-04-15,127.51
2195,381,2024-04-04,230.93
2196,294,2024-04-24,136.79
2197,164,2024-05-16,74.27
2198,209,2024-02-23,315.55
2199,339,2024-10-12,418.34
2200,464,2024-08-20,360.99
2201,97,2024-09-10,313.3
2202,422,2024-03-18,138.6
2203,162,2024-12-01,296.77
2204,317,2024-05-29,336.76
2205,390,2024-10-29,157.06
2206,350,2024-05-19,493.1
2207,500,2024-12-30,46.45
2208,34,2024-10-26,14.05
2209,213,2025-01-27,403.28
2210,127,2024-03-06,307.24
2211,127,2024-09-01,141.34
2212,271,2024-10-25,82.21
2213,407,2024-04-16,169.74
2214,58,2024-08-19,148.92
2215,59,2024-10-14,172.44
2216,150,2024-04-29,301.68
2217,487,2024-10-18,287.91
2218,163,2024-06-30,116.21
2219,259,2024-11-12,186.21
2220,333,2024-08-11,409.2
2221,428,2024-12-24,144.75
2222,430,2024-06-07,65.92
2223,30,2024-08-29,38.36
2224,8,2024-10-03,444.18
2225,483,2024-06-26,353.65
2226,25,2024-05-07,307.04
2227,406,2024-03-03,388.47
2228,105,2025-01-31,299.44
2229,144,2024-09-05,386.63
2230,268,2024-08-09,238.79
2231,305,2024-10-02,449.85
2232,163,2025-01-08,321.9
2233,35,2024-11-16,438.14
2234,422,2024-07-21,292.98
2235,122,2024-08-31,294.08
2236,302,2024-10-12,381.08
2237,243,2024-05-30,133.04
2238,479a,2024-08-27,448.32
2239,469,2024-10-07,441.6
2240,274,2024-10-30,488.41
2241,464,2024-09-29,150.69
2242,291,2024-09-19,386.71
2243,338,2024-03-05,126.01
2244,493,2024-05-07,331.01
2245,278,2024-09-23,156.64
2246,225,2024-07-08,195.45
2247,350,2024-11-16,18.75
2248,111,2024-08-30,91.46
2249,220,2025-01-18,496.79
2250,192,2024-12-22,35.77
2251,329,2024-08-08,253.42
2252,402,2024-08-12,189.51
2253,107,2024-03-31,362.61
2254,113,2024-06-23,282.12
2255,108,2025-01-12,127.39
2256,396,2024-08-03,193.14
2257,111,2024-05-16,323.73
2258,386,2025-01-06,158.63
2259,78,2024-06-21,417.98
2260,442,2024-08-10,163.5
2261,70,2024-06-07,308.57
2262,303,2024-09-23,126.72
2263,56,2024-06-27,178.77
2264,322,2024-11-26,212.95
2265,68,2024-02-11,348.15
2266,377,2024-03-24,72.76
2267,280,2024-08-10,273.2
2268,11,2024-07-29,338.83
2269,497,2024-06-25,458.91
2270,68,2024-03-16,471.46
2271,289,2024-10-31,131.21
2272,327,2024-10-19,312.76
2273,370,2024-08-05,464.2
2274,349,2024-05-14,209.4
2275,242,2024-07-03,268.36
2276,303,2024-07-01,98.31
2277,418,2024-06-15,339.48
2278,253,2024-09-20,343.48
2279,371,2024-10-30,376.8
2280,111,2024-12-30,447.36
2281,414,2024-10-19,301.85
2282,224,2024-04-07,168.41
2283,7,2024-04-20,22.37
2284,325,2025-01-06,278.48
2285,376,2024-09-30,10.48
2286,97,2025-02-05,84.35
2287,354,2024-07-12,282.87
2288,438,2024-05-16,278.86
2289,186,2024-07-09,329.32
2290,289,2025-01-29,274.43
2291,375,2024-09-04,86.42
2292,424,2024-10-15,389.44
2293,177,2024-03-26,455.1
2294,55,2025-02-03,198.65
2295,380,2024-04-11,228.8
2296,145,2024-09-16,406.58
2297,174,2024-08-23,53.54
2298,378,2024-04-17,312.9
2299,108,2024-03-01,47.28
2300,443,2024-11-13,304.53
2301,357,2024-04-11,293.95
2302,327,2024-03-25,450.8
2303,396,2025-01-11,27.98
2304,60,2024-07-15,191.07
2305,232,2025-01-29,394.46
2306,23,2024-10-31,396.67
2307,28,2024-04-04,98.58
2308,161,2024-11-13,27.81
2309,161,2024-11-05,470.83
2310,386,2024-10-28,162.49
2311,261,2024-03-11,60.35
2312,73,2024-03-09,460.2
2313,429,2024-07-07,315.29
2314,256,2024-08-02,298.85
2315,451,2024-04-30,158.5
2316,375,2024-03-16,331.47
2317,490,2024-07-04,94.0
2318,196,2024-03-18,228.09
2319,411,2024-03-20,139.39
2320,117,2024-02-26,231.28
2321,5,2024-09-19,357.22
2322,465,2024-07-15,370.9
2323,499,2024-10-08,198.69
2324,438,2025-01-09,97.18
2325,124,2024-12-29,379.25
2326,472,2024-09-24,176.68
2327,35,2024-08-20,439.4
2328,102,2025-02-03,360.32
2329,170,2024-12-14,287.26
2330,315,2024-10-12,400.08
2331,66,2024-12-14,172.32
2332,86,2024-03-24,188.19
2333,444,2024-08-09,250.74
2334,404,2024-09-15,430.68
2335,181,2024-05-31,193.93
2336,417,2024-04-12,247.21
2337,263,2024-07-15,116.22
2338,63,2024-08-28,298.51
2339,4,2025-01-20,94.69
2340,99,2024-02-14,494.61
2341,174,2024-03-18,403.32
2342,39,2024-12-28,354.41
2343,427,2024-08-08,26.31
2344,1,2024-08-29,369.45
2345,20,2024-10-21,45.7
2346,150,2024-10-03,247.03
2347,232,2024-06-09,263.11
2348,41,2024-04-01,237.76
2349,430,2024-04-14,434.18
2350,11111111111111172,2024-05-16,183.4
2351,325,2024-07-29,80.47
2352,420,2024-05-10,394.73
2353,241,2024-09-11,204.84
2354,14,2025-02-03,67.61
2355,30,2024-08-18,150.22
2356,165,2024-03-18,439.16
2357,121,2025-01-29,99.45
2358,130,2024-06-03,292.48
2359,475,2024-12-01,403.22
2360,496,2024-04-15,56.44
2361,142,2024-06-09,278.68
2362,126,2025-01-30,491.28
2363,304,2024-09-06,152.85
2364,304,2024-06-29,162.87
2365,450,2024-07-21,358.88
2366,75,2024-03-15,63.36
2367,323,2024-07-07,130.27
2368,295,2024-10-04,335.04
2369,46,2024-08-17,21.4
2370,360,2024-04-03,303.74
2371,179,2024-09-02,445.66
2372,137,2024-07-03,67.76
2373,29,2024-08-24,442.2
2374,41,2024-10-20,63.63
2375,66,2025-01-17,69.07
2376,87,2024-04-24,332.39
2377,24,2024-04-06,453.3
2378,431,2024-09-15,381.8
2379,499,2025-01-30,17.59
2380,300,2024-04-23,328.5
2381,387,2024-12-12,404.88
2382,204,2024-03-13,137.69
2383,129,2024-12-30,53.24
2384,304,2025-01-19,254.25
2385,88,2024-04-16,369.02
2386,390,2024-10-26,401.48
2387,97,2024-04-27,109.78
2388,251,2025-01-10,36.23
2389,295,2024-05-17,429.39
2390,140,2024-11-12,413.73
2391,209,2024-02-27,31.48
2392,378,2024-08-30,345.02
2393,245,2025-01-11,439.39
2394,461,2024-07-14,261.1
2395,81,2024-07-06,194.97
2396,235,2024-08-27,103.34
2397,265,2024-12-30,185.02
2398,240,2024-04-05,421.15
2399,83,2024-04-10,169.06
2400,124,2024-03-02,53.64
2401,76,2024-03-17,25.76
2402,25,2024-11-17,223.96
2403,499,2024-07-09,193.38
2404,72,2024-12-24,104.93
2405,397,2024-06-09,35.45
2406,45,2024-02-25,374.81
2407,193,2024-09-15,47.61
2408,204,2024-06-07,356.74
2409,12,2024-09-12,493.1
2410,384,2024-02-26,462.95
2411,481,2024-09-13,75.27
2412,311,2024-02-14,339.74
2413,342,2024-12-15,12.98
2414,466,2024-03-19,383.06
2415,194,2024-08-29,351.32
2416,452,2024-06-02,69.2
2417,87,2024-06-08,452.8
2418,441,2025-01-11,385.55
2419,442,2024-05-04,312.47
2420,443,2024-10-16,63.5
2421,136,2024-07-31,447.85
2422,339,2025-01-06,328.03
2423,18,2024-05-17,188.91
2424,372,2024-12-22,447.38
2425,433,2025-01-02,46.4
2426,134,2025-01-28,107.15
2427,424,2024-08-29,160.22
2428,192,2024-07-24,320.36
2429,59,2024-10-08,384.91
2430,108,2024-06-05,332.57
2431,425,2024-03-29,180.98
2432,2,2024-05-04,395.23
2433,104,2024-11-27,159.09
2434,15,2024-05-13,455.36
2435,374,2025-02-02,392.63
2436,445,2024-06-08,161.16
2437,435,2024-03-16,354.92
2438,235,2024-09-26,316.49
2439,42,2024-09-12,499.76
2440,231,2024-12-01,113.49
2441,416,2024-09-11,170.65
2442,272,2024-04-17,159.05
2443,292,2024-07-26,263.55
2444,267,2024-08-02,37.02
2445,128,2024-09-16,272.12
2446,487,2024-11-22,417.37
2447,357,2024-03-03,321.13
2448,416,2024-06-13,191.34
2449,98,2024-07-10,451.94
2450,151,2024-09-01,479.3
2451,34,2024-02-17,51.05
2452,314,2024-06-12,271.04
2453,116,2024-06-30,311.18
2454,48,2024-09-12,412.33
2455,1,2024-02-28,339.59
2456,211,2024-09-03,133.64
2457,290,2024-05-25,322.45
2458,444,2024-04-08,31.96
2459,323,2024-05-22,392.6
2460,425,2024-03-21,345.5
2461,9,2024-06-13,121.4
2462,220,2024-09-26,487.67
2463,218,2024-12-10,363.31
2464,469,2025-01-21,140.15
2465,331,2024-05-01,129.33
2466,221,2024-06-25,62.42
2467,18,2024-12-18,258.89
2468,189,2024-04-18,361.87
2469,184,2024-04-28,488.86
2470,18,2024-05-17,266.25
2471,22,2024-10-17,232.41
2472,8,2024-11-08,101.24
2473,95,2024-12-20,292.56
2474,88,2024-08-29,494.34
2475,445,2024-04-10,407.57
2476,287,2024-10-15,273.6
2477,229,2024-04-14,356.92
2478,122,2024-05-30,61.88
2479,430,2024-08-10,366.66
2480,462,2024-04-24,341.18
2481,194,2024-09-14,315.65
2482,152,2025-01-17,359.46
2483,231,2024-08-16,326.07
2484,106,2024-06-01,300.12
2485,281,2024-12-28,370.86
2486,251,2025-02-03,111.62
2487,69,2024-02-18,147.68
2488,199,2024-10-13,137.53
2489,60,2024-08-17,454.06
2490,271,2024-10-31,483.91
2491,417,2024-05-14,51.27
2492,2,2024-07-30,307.65
2493,293,2024-02-14,53.47
2494,89,2024-05-24,478.24
2495,274,2024-05-18,123.38
2496,122,2024-11-30,145.99
2497,378,2024-05-28,150.97
2498,58,2024-08-31,278.44
2499,102,2024-11-13,123.45
2500,158,2025-01-25,127.6
2501,95,2024-08-30,435.98
2502,357,2024-06-08,360.1
2503,159,2024-05-22,121.81
2504,00000000000000106,2024-02-12,126.93
2505,386,2024-05-12,244.18
2506,153,2024-03-11,288.44
2507,310,2024-09-18,161.99
2508,311,2024-11-08,248.94
2509,306,2024-05-13,12.12
2510,223,2024-03-07,398.68
2511,255,2024-11-03,445.35
2512,185,2024-07-15,441.38
2513,407,2024-11-29,154.93
2514,420,2024-03-26,259.15
2515,331,2024-09-08,280.83
2516,360,2024-06-11,341.63
2517,367,2024-08-20,395.85
2518,157,2025-01-31,495.78
2519,211,2024-09-15,234.87
2520,291,2024-05-23,57.51
2521,447,2024-12-22,145.44
2522,294,2025-01-21,212.16
2523,62,2024-02-13,259.72
2524,391,2024-02-29,68.16
2525,290,2024-09-03,498.77
2526,476,2025-01-11,239.18
2527,304,2024-11-10,122.76
2528,146,2024-05-21,70.29
2529,386,2024-02-28,145.38
2530,64,2024-05-30,228.3
2531,156,2025-01-31,110.98
2532,448,2025-02-05,237.36
2533,116,2024-10-24,447.83
2534,269,2024-03-27,10.91
2535,102,2024-10-10,37.33
2536,53,2024-02-25,205.31
2537,396,2024-03-22,426.36
2538,382,2024-02-14,288.1
2539,181,2024-06-17,480.35
2540,1,2024-11-06,181.47
2541,75,2024-04-03,113.5
2542,401,2024-03-04,185.85
2543,64,2024-07-11,186.02
2544,0000411,2025-02-04,331.45
2545,368,2024-08-13,458.17
2546,50,2024-05-25,443.08
2547,22,2024-03-06,344.39
2548,196,2024-07-06,323.76
2549,66,2024-04-20,441.78
2550,352,2024-07-02,427.77
2551,255,2024-02-28,317.24
2552,339,2024-07-19,330.4
2553,242,2024-08-26,122.65
2554,98,2024-09-18,424.49
2555,297,2025-01-20,423.07
2556,250,2024-08-04,12.91
2557,178,2024-09-19,403.97
2558,157,2024-12-11,240.63
2559,424,2025-01-04,291.89
2560,183,2024-09-04,278.11
2561,209,2024-03-14,297.77
2562,332,2024-02-26,151.1
2563,33,2024-03-14,145.26
2564,489,2024-08-22,193.91
2565,430,2024-07-23,364.93
2566,15,2024-09-11,74.49
2567,400,2024-07-04,130.09
2568,216,2024-08-24,103.41
2569,400,2024-08-19,307.66
2570,41,2024-07-14,269.6
2571,60,2024-02-18,274.67
2572,449,2025-01-03,497.92
2573,47,2024-06-15,397.41
2574,7,2024-02-13,62.21
2575,115,2024-03-05,384.34
2576,44,2024-08-27,291.17
2577,421,2024-08-14,410.63
2578,346,2024-02-10,490.76
2579,52,2024-04-28,61.57
2580,68,2024-11-10,477.29
2581,100,2024-10-12,234.89
2582,208,2024-03-04,150.81
2583,43,2025-01-24,313.95
2584,329,2024-07-18,246.9
2585,445,2025-01-19,228.44
2586,280,2024-10-04,488.33
2587,252,2024-11-20,470.44
2588,15,2024-08-12,145.16
2589,444,2024-12-13,94.93
2590,136,2025-01-31,188.57
2591,296,2024-10-27,266.04
2592,74,2024-08-21,215.14
2593,248,2024-08-04,30.15
2594,474,2024-12-20,172.82
2595,467,2024-04-01,367.61
2596,384,2024-05-26,375.41
2597,116,2024-10-08,348.7
2598,330,2025-01-28,165.58
2599,11,2025-01-02,116.33
2600,407,2024-08-27,441.06
2601,398,2024-12-10,13.46
2602,260,2024-02-11,307.21
2603,342,2024-03-03,23.4
2604,317,2024-10-01,198.21
2605,195,2024-05-22,90.02
2606,397,2024-10-01,229.5
2607,125,2024-12-16,487.49
2608,252,2024-12-20,330.23
2609,208,2024-12-24,202.3
2610,236,2024-05-15,488.75
2611,157,2024-06-18,185.13
2612,244,2024-11-29,259.49
2613,104,2024-11-11,341.04
2614,293,2024-03-06,280.84
2615,423,2024-11-12,253.54
2616,103,2024-10-08,441.06
2617,307,2024-12-31,311.69
2618,428,2024-07-06,484.99
2619,113,2025-01-08,83.89
2620,166,2024-02-21,453.28
2621,418,2025-01-01,80.04
2622,61,2024-05-16,242.85
2623,00000349,2024-03-21,318.84
2624,309,2024-02-14,283.12
2625,486,2025-01-13,493.0
2626,96,2024-09-19,279.56
2627,399,2024-10-16,368.16
2628,332,2024-09-10,326.37
2629,408,2025-01-03,26.41
2630,145,2024-08-02,92.68
2631,250,2024-04-18,468.24
2632,136,2024-07-03,101.04
2633,252a,2024-02-21,239.08
2634,482,2024-04-23,61.64
2635,179,2024-10-17,318.49
2636,309,2025-01-15,342.13
2637,28,2025-01-27,92.81
2638,372,2024-11-11,35.67
2639,378,2024-12-27,198.87
2640,76,2024-08-09,241.7
2641,273,2024-10-17,77.06
2642,416,2024-08-20,175.64
2643,27,2025-01-25,326.79
2644,429,2024-09-22,65.46
2645,57,2025-01-18,425.66
2646,154,2024-08-22,91.89
2647,97,2024-05-18,43.13
2648,453,2024-11-05,414.62
2649,405,2024-04-04,408.06
2650,469,2024-10-27,54.17
2651,32,2024-03-09,276.14
2652,225,2024-06-07,212.88
2653,70,2024-05-28,416.55
2654,247,2024-10-08,180.18
2655,212,2024-11-08,284.61
2656,477,2025-01-16,455.4
2657,187,2024-08-18,295.5
2658,76,2024-08-28,253.67
2659,485,2024-06-09,233.95
2660,220,2024-03-17,13.67
2661,376,2024-08-13,404.22
2662,420,2024-10-26,48.24
2663,440,2024-10-22,162.27
2664,386,2024-10-01,246.39
2665,268,2024-11-09,463.85
2666,345,2024-03-17,242.85
2667,441,2024-07-31,167.08
2668,449,2024-12-02,346.02
2669,307,2024-08-09,16.69
2670,368,2024-08-15,193.99
2671,72,2025-01-12,330.07
2672,176,2024-09-10,298.66
2673,329,2024-05-15,336.04
2674,226,2024-05-27,433.19
2675,446,2024-05-04,168.68
2676,48,2024-05-28,261.56
2677,63,2024-04-24,471.09
2678,55,2024-08-25,257.21
2679,344,2024-12-31,295.18
2680,403,2024-11-16,263.33
2681,258,2024-07-25,374.09
2682,172,2024-10-26,33.32
2683,311,2024-03-16,332.73
2684,451,2024-06-29,400.69
2685,52,2024-11-01,321.73
2686,267,2024-02-10,99.13
2687,131,2024-10-08,276.37
2688,250,2024-10-18,484.08
2689,281,2025-01-26,194.93
2690,446,2024-07-24,189.43
2691,38,2024-08-24,405.87
2692,291,2024-08-12,193.22
2693,442,2024-05-20,444.17
2694,196,2024-07-03,342.03
2695,352,2024-07-07,104.9
2696,317,2024-09-29,214.86
2697,47,2024-11-28,128.7
2698,274,2024-06-07,410.56
2699,22,2024-05-20,231.9
2700,18,2024-03-24,344.71
2701,63,2024-10-07,406.42
2702,118,2024-06-13,406.28
2703,342,2024-07-17,272.51
2704,442,2024-12-22,68.5
2705,498,2024-02-07,299.26
2706,185,2024-10-17,191.97
2707,203,2024-04-02,330.35
2708,243,2024-08-09,321.76
2709,363,2025-01-15,176.5
2710,78,2024-07-20,131.25
2711,27,2024-08-13,33.56
2712,321,2024-07-29,497.62
2713,343,2024-08-25,309.41
2714,245,2025-01-23,72.33
2715,225,2024-03-16,343.55
2716,89,2024-08-02,451.44
2717,383,2024-07-13,400.94
2718,346,2024-09-26,113.53
2719,421,2024-06-07,200.57
2720,74,2024-05-06,264.53
2721,29,2024-06-03,384.97
2722,267,2024-11-15,358.44
2723,50,2024-08-27,457.36
2724,343,2024-08-10,402.71
2725,126,2024-10-07,366.07
2726,331,2024-03-12,347.58
2727,166,2024-10-15,486.08
2728,153,2024-12-09,293.92
2729,117,2025-01-29,69.02
2730,64,2024-07-15,154.43
2731,459,2024-10-14,55.04
2732,34,2025-01-10,81.18
2733,346,2024-10-07,92.11
2734,133,2024-03-25,260.16
2735,342,2024-03-09,319.51
2736,37q4,2024-08-16,408.38
2737,471,2024-07-17,413.26
2738,306,2024-12-18,211.4
2739,280,2024-10-24,310.85
2740,40,2024-08-26,206.46
2741,291,2024-05-04,390.6
2742,1,2024-11-16,404.59
2743,83,2024-05-19,10.01
2744,218,2024-09-08,127.19
2745,403,2024-08-29,235.7
2746,495,2025-01-14,170.86
2747,155,2024-08-16,371.52
2748,150,2024-03-12,401.03
2749,207,2024-10-24,142.62
2750,308,2024-07-22,487.84
2751,184,2024-05-06,287.98
2752,339,2024-11-08,289.15
2753,121,2024-11-27,86.01
2754,457,2024-08-25,145.34
2755,151,2024-03-18,174.39
2756,192,2024-09-23,450.67
2757,367,2024-10-22,99.62
2758,293,2024-04-28,122.11
2759,123,2024-03-21,22.57
2760,156,2024-12-01,241.48
2761,451,2025-01-23,235.94
2762,365,2024-09-23,323.91
2763,418,2024-11-21,296.36
2764,354,2024-11-18,216.39
2765,462,2024-10-13,465.76
2766,253,2024-04-17,410.2
2767,263,2025-02-04,217.5
2768,471,2024-08-23,298.61
2769,73,2024-08-14,193.87
2770,57,2024-03-25,103.12
2771,322,2025-02-02,222.77
2772,327,2025-02-03,459.03
2773,29,2024-11-05,457.42
2774,133,2024-11-04,449.55
2775,347,2024-09-11,347.38
2776,463,2024-04-10,149.25
2777,198,2024-04-09,208.99
2778,432,2024-07-27,201.45
2779,360,2024-07-18,168.7
2780,462,2024-04-04,285.37
2781,325,2024-08-16,403.53
2782,61,2024-09-29,92.31
2783,212,2024-12-25,109.53
2784,275,2024-09-09,41.66
2785,364,2024-07-09,246.78
2786,178,2024-05-07,434.55
2787,476,2024-04-15,11.74
2788,259,2024-06-03,440.17
2789,128,2024-12-19,418.61
2790,78,2024-02-27,120.02
2791,154,2024-09-20,50.59
2792,37,2024-12-16,336.48
2793,405,2024-09-12,310.97
2794,443,2024-06-04,404.18
2795,269,2025-01-20,240.38
2796,495,2024-04-25,365.74
2797,457,2024-03-20,179.9
2798,65,2024-12-20,377.08
2799,388,2024-06-27,244.21
2800,271,2024-08-07,375.17
2801,284,2024-07-16,41.88
2802,46,2024-03-04,401.33
2803,57,2024-09-08,445.79
2804,480,2024-08-10,335.41
2805,386,2024-12-20,444.78
2806,500,2024-03-17,444.56
2807,480,2024-03-19,292.98
2808,405,2024-06-01,17.29
2809,449,2024-06-03,304.02
2810,224,2024-02-06,12.84
2811,162,2024-02-18,304.54
2812,207,2025-01-26,323.61
2813,432,2024-05-03,165.52
2814,407,2024-06-05,401.27
2815,370,2024-04-11,234.45
2816,141,2024-07-14,345.25
2817,13,2024-03-02,118.71
2818,469,2025-01-02,431.55
2819,399,2024-05-04,463.45
2820,150,2024-07-22,191.88
2821,487,2024-05-30,73.11
2822,449,2024-03-25,364.79
2823,47,2024-05-30,367.59
2824,82,2024-02-17,425.53
2825,107,2025-01-24,276.34
2826,56,2024-12-11,80.1
2827,59,2024-11-22,355.6
2828,320,2024-06-11,424.85
2829,438,2024-12-10,280.86
2830,250,2024-12-15,358.8
2831,199,2024-03-15,235.86
2832,372,2024-12-13,494.87
2833,373,2024-11-13,164.72
2834,281,2024-10-16,410.29
2835,465,2024-04-19,240.47
2836,492,2024-06-27,250.81
2837,143,2024-06-09,55.08
2838,477,2024-06-04,376.74
2839,278,2024-07-25,411.03
2840,278,2024-06-05,451.37
2841,169,2024-03-14,24.99
2842,256,2024-02-15,400.34
2843,447,2024-03-11,492.09
2844,370,2024-06-01,132.27
2845,401,2024-07-06,202.32
2846,67,2024-04-10,396.16
2847,87,2024-05-12,322.55
2848,169,2024-09-07,450.19
2849,234,2024-05-16,130.07
2850,326,2024-04-13,46.61
2851,342,2024-04-08,230.14
2852,479,2024-06-13,13.72
2853,28,2024-04-18,415.68
2854,56,2025-01-23,364.63
2855,99,2024-08-05,298.96
2856,22,2025-01-04,310.75
2857,229,2024-08-19,174.47
2858,148,2024-03-28,471.93
2859,375,2024-06-05,347.27
2860,269,2025-01-29,322.67
2861,259,2025-01-17,489.32
2862,114,2024-10-10,322.73
2863,343,2024-07-03,13.53
2864,255,2024-08-29,67.96
2865,72,2024-11-09,158.2
2866,491,2024-12-10,341.15
2867,344,2024-04-28,48.49
2868,389,2024-07-29,370.27
2869,103,2024-04-10,76.11
2870,294,2024-10-30,324.62
2871,77,2024-02-06,325.26
2872,407,2024-07-14,108.74
2873,325,2024-04-07,276.61
2874,313,2024-12-01,244.77
2875,250,2024-07-17,163.48
2876,95,2024-05-23,300.43
2877,195,2025-01-31,443.79
2878,230,2024-08-19,389.34
2879,327,2024-12-10,433.28
2880,147,2024-05-31,462.45
2881,321,2024-06-01,280.24
2882,73,2025-01-01,474.7
2883,152,2024-05-01,301.11
2884,147,2024-11-09,211.12
2885,360,2024-06-30,246.48
2886,339,2024-03-15,273.31
2887,19,2024-06-07,71.23
2888,427,2024-02-07,461.65
2889,294,2024-05-03,476.0
2890,251,2024-09-19,394.51
2891,402,2024-07-29,340.22
2892,116,2024-03-26,12.49
2893,83,2024-03-31,289.39
2894,35,2024-08-30,334.2
2895,451,2024-02-26,436.39
2896,37,2024-04-21,105.71
2897,8,2024-07-12,364.63
2898,156,2024-06-26,402.76
2899,407,2024-12-25,151.26
2900,131,2024-05-30,24.16
2901,327,2024-07-20,168.9
2902,70,2024-12-04,472.69
2903,332,2024-04-18,496.51
2904,358,2024-11-21,374.52
2905,451,2024-02-23,195.08
2906,188,2024-10-10,463.95
2907,257,2024-12-12,428.75
2908,159,2024-10-22,148.63
2909,231,2024-02-17,256.95
2910,295,2024-10-29,122.4
2911,152,2025-01-31,120.56
2912,180,2024-04-02,356.53
2913,59,2024-07-22,410.13
2914,23,2024-10-08,323.21
2915,487,2024-06-07,155.7
2916,397,2024-08-25,22.51
2917,332,2024-08-11,309.28
2918,358,2025-01-19,343.78
2919,69,2024-10-02,249.76
2920,90,2024-10-01,13.79
2921,106,2024-04-16,483.5
2922,87,2024-08-06,293.5
2923,383,2024-10-26,40.84
2924,254,2024-09-27,467.98
2925,409,2024-05-15,183.06
2926,340,2024-11-15,324.97
2927,335,2024-12-08,384.25
2928,396,2024-03-06,449.97
2929,161,2025-01-28,372.22
2930,359,2024-11-01,19.36
2931,254,2024-02-28,107.61
2932,362,2024-03-25,96.36
2933,138,2024-02-08,236.24
2934,296,2024-11-23,409.27
2935,47,2024-09-21,220.27
2936,335,2024-04-02,267.79
2937,269,2024-08-08,110.12
2938,452,2024-07-05,281.38
2939,278,2024-11-18,225.07
2940,450,2024-02-11,236.99
2941,476,2024-07-06,395.91
2942,125,2024-04-21,239.51
2943,471,2024-08-04,340.99
2944,8,2024-07-24,275.99
2945,91,2024-03-28,83.37
2946,342,2024-11-11,339.47
2947,358,2024-06-27,462.02
2948,5,2024-04-20,453.41
2949,396,2024-12-17,381.34
2950,162,2024-08-16,84.22
2951,151,2024-06-09,330.8
2952,169,2024-11-13,378.58
2953,457,2024-11-17,156.66
2954,386,2024-09-22,85.09
2955,290,2024-06-04,260.41
2956,102,2024-06-01,68.22
2957,421,2024-04-09,209.58
2958,49,2024-03-31,136.8
2959,172,2024-11-01,497.62
2960,39,2024-10-22,190.22
2961,260,2024-06-10,207.89
2962,118,2024-03-29,451.04
2963,255,2024-03-23,300.37
2964,177,2024-05-10,346.07
2965,319,2024-12-07,125.46
2966,149,2024-12-30,263.53
2967,349,2024-06-26,319.5
2968,205,2024-10-07,238.23
2969,207,2024-02-13,205.86
2970,246,2024-06-25,492.05
2971,494,2024-05-08,102.3
2972,83,2024-11-20,425.31
2973,338,2024-06-16,337.86
2974,8,2024-06-30,52.53
2975,259,2024-12-28,419.61
2976,374,2024-02-08,361.36
2977,28,2024-06-23,306.52
2978,1,2024-04-22,412.09
2979,330,2024-03-05,53.75
2980,163,2024-10-13,478.71
2981,108,2024-02-14,201.83
2982,466 ,2024-06-10,10.92
2983,51,2024-12-09,143.91
2984,498,2024-05-01,211.72
2985,402,2024-07-02,480.91
2986,418,2025-01-07,189.27
2987,358,2024-02-17,222.09
2988,77,2024-11-18,13.33
2989,415,2024-09-22,149.02
2990,83,2024-05-05,115.08
2991,172,2025-01-14,321.63
2992,457,2024-09-18,237.11
2993,272,2025-01-26,23.87
2994,25,2025-01-13,74.95
2995,407,2024-08-05,236.87
2996,221,2024-03-06,487.77
2997,74,2024-12-31,318.68
2998,343,2024-02-09,286.91
2999,123,2024-10-08,189.6
3000,361,2024-12-26,471.25
3001,9,2024-07-13,249.04
3002,289,2024-08-26,61.35
3003,407,2025-01-01,33.16
3004,404,2024-10-16,443.29
3005,224,2024-10-05,178.79
3006,250,2024-09-18,299.26
3007,407,2025-01-11,146.15
3008,174,2024-11-15,21.28
3009,134,2024-03-20,413.63
3010,234,2024-07-09,367.95
3011,264,2024-04-17,196.05
3012,356,2024-06-25,282.94
3013,364,2024-08-03,196.82
3014,384,2024-07-27,205.23
3015,190,2024-03-10,172.86
3016,386,2024-09-19,156.25
3017,452,2025-01-27,195.41
3018,254,2024-10-06,439.07
3019,288,2024-10-23,327.19
3020,462,2024-05-27,60.6
3021,360,2024-10-01,497.1
3022,224,2024-07-16,72.95
3023,319,2024-08-13,280.22
3024,177,2025-01-17,218.69
3025,450,2024-10-06,427.25
3026,166,2024-07-15,87.86
3027,486,2024-04-01,418.9
3028,245,2025-01-22,263.75
3029,431,2025-01-19,474.75
3030,305,2024-06-24,62.21
3031,475,2024-09-29,360.4
3032,345,2024-10-01,174.23
3033,199,2024-12-22,84.61
3034,116,2024-08-15,205.28
3035,42,2024-11-03,198.29
3036,434,2024-06-05,325.19
3037,37,2024-11-30,178.03
3038,330,2024-09-04,157.78
3039,269,2024-11-12,59.3
3040,443,2024-12-24,248.5
3041,369,2024-10-05,328.07
3042,370,2024-09-01,309.36
3043,322,2024-09-20,450.79
3044,325,2024-03-02,208.64
3045,138,2024-07-26,96.99
3046,283,2024-08-24,404.08
3047,87,2024-02-26,211.14
3048,316,2024-08-30,133.16
3049,275,2024-07-07,341.09
3050,162,2024-06-05,207.65
3051,474,2024-03-30,273.02
3052,425,2024-05-12,80.69
3053,130,2024-08-26,64.54
3054,139,2024-08-09,183.17
3055,240,2024-05-08,425.78
3056,396,2024-09-24,31.86
3057,257,2024-10-29,236.76
